video_title,bvid,comment,comment_time,like_count,reply_count,comment_clean,tokens,tokens_str,sentiment_score,sentiment_label,cluster,x_2d,y_2d
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,视频声音这么小,2026-05-23 17:02:58,5,1,视频声音这么小,"['视频', '声音']",视频 声音,0.35037056026959934,负面,0,0.042230367395959964,-0.11046363910670845
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,非常保守的算往后10年每年都是1千万，就这还不算往年没找到工作的，不知道国家会怎么出政策,2026-05-24 12:58:05,11,5,非常保守的算往后10年每年都是1千万，就这还不算往年没找到工作的，不知道国家会怎么出政策,"['保守', '往后', '10', '每年', '千万', '不算', '往年', '找到', '工作', '知道', '国家', '政策']",保守 往后 10 每年 千万 不算 往年 找到 工作 知道 国家 政策,0.1570826525561959,负面,3,0.17689045809679796,0.06071255920542534
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,ai要替代一切了，准备起义吧,2026-05-24 01:34:29,4,0,ai要替代一切了，准备起义吧,"['ai', '替代', '一切', '准备', '起义']",ai 替代 一切 准备 起义,0.8991522246478523,正面,0,0.02028887673086631,-0.024383258945885004
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,工作六年，这个月刚被裁员，找工作很完蛋[大哭][大哭][大哭]一堆岗位那就不是在招人，那是在招牲畜啊,2026-05-24 01:14:12,5,0,工作六年，这个月刚被裁员，找工作很完蛋一堆岗位那就不是在招人，那是在招牲畜啊,"['工作', '六年', '裁员', '工作', '完蛋', '一堆', '岗位', '招人', '牲畜']",工作 六年 裁员 工作 完蛋 一堆 岗位 招人 牲畜,0.00545493184896273,负面,2,0.2598285333397886,0.1881706638962749
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,科举？科举还要装一下，它们是装都不装,2026-05-23 17:05:10,5,0,科举？科举还要装一下，它们是装都不装,"['科举', '科举', '还要', '一下', '不装']",科举 科举 还要 一下 不装,0.009593028905939716,负面,0,0.056467169957428426,-0.10371389232874026
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,我可能看不到咯，还有三十几年就到了我家平均寿命了。交给你们了，加油！[笑哭][笑哭][笑哭],2026-05-23 23:41:18,4,0,我可能看不到咯，还有三十几年就到了我家平均寿命了。交给你们了，加油！,"['看不到', '三十几年', '我家', '平均寿命', '交给', '加油']",看不到 三十几年 我家 平均寿命 交给 加油,0.5881278300237812,中性,0,0.008073494437058504,-0.026502720034321758
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,人力多，竟然成为了坏事,2026-05-23 20:38:23,8,2,人力多，竟然成为了坏事,"['人力', '竟然', '成为', '坏事']",人力 竟然 成为 坏事,0.34218164408910756,负面,0,0.00723171885612536,-0.0008181355983623269
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,自然是相信后人的智慧[脸红],2026-05-23 19:56:41,5,0,自然是相信后人的智慧,"['自然', '相信', '后人', '智慧']",自然 相信 后人 智慧,0.9811687237927676,正面,0,0.009152367397259581,-0.009923823918007679
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,还有一点医院很多返聘的教授老登，其实身体是不支持他们干活的但是只能说老家伙确实有利于营业额。,2026-05-23 23:05:00,3,0,还有一点医院很多返聘的教授老登，其实身体是不支持他们干活的但是只能说老家伙确实有利于营业额。,"['一点', '医院', '很多', '返聘', '教授', '老登', '身体', '支持', '干活', '只能', '老家伙', '确实', '有利于', '营业额']",一点 医院 很多 返聘 教授 老登 身体 支持 干活 只能 老家伙 确实 有利于 营业额,0.9035179342883923,正面,0,0.054773388705495696,-0.042130926972135004
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,我们学校直接宣传，让我们所有人去考公，不考公的去考研，读完继续考公[笑哭],2026-05-25 16:00:33,4,3,我们学校直接宣传，让我们所有人去考公，不考公的去考研，读完继续考公,"['学校', '直接', '宣传', '所有人', '考公', '考公', '考研', '读完', '继续', '考公']",学校 直接 宣传 所有人 考公 考公 考研 读完 继续 考公,0.9999979573291088,正面,0,0.06958408080527115,-0.05344847864692137
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,这风暴才刚开始就感觉好多人受不了了，未来2，30年都差不多如此甚至更差。。如果家庭条件还行多学金融知识保财产吧，现在针对老年人骗局已经疯狂了。如果家庭条件很不好相貌又不好就看看体力劳动吧，尤其家政，天津市区，还有滨海区3个女生组队做家政单人一天做3家500起，春节啥的提前一周都约不上节假日都是2000一天，很多干1天休息1天玩1天。如果家庭不好相貌又不错，不管男女生就干一件事，不顾一切抓住绑死身边中产家庭。很多中产家庭孩子很内向感情经历非常少，哪怕对方有对象只要负责点遇到啥事能帮个20来万当情人也绑死。中美对撞+毕业人口爆炸+全球快速右倾，先活下去再说别的,2026-05-24 23:59:17,3,0,这风暴才刚开始就感觉好多人受不了了，未来2，30年都差不多如此甚至更差。。如果家庭条件还行多学金融知识保财产吧，现在针对老年人骗局已经疯狂了。如果家庭条件很不好相貌又不好就看看体力劳动吧，尤其家政，天津市区，还有滨海区3个女生组队做家政单人一天做3家500起，春节啥的提前一周都约不上节假日都是2000一天，很多干1天休息1天玩1天。如果家庭不好相貌又不错，不管男女生就干一件事，不顾一切抓住绑死身边中产家庭。很多中产家庭孩子很内向感情经历非常少，哪怕对方有对象只要负责点遇到啥事能帮个20来万当情人也绑死。中美对撞 毕业人口爆炸 全球快速右倾，先活下去再说别的,"['风暴', '才刚', '开始', '感觉', '好多', '受不了', '未来', '30', '差不多', '如此', '更差', '家庭', '条件', '还行', '多学', '金融', '知识', '财产', '针对', '老年人', '骗局', '已经', '疯狂', '家庭', '条件', '不好', '相貌', '不好', '看看', '体力劳动', '尤其', '家政', '天津', '市区', '滨海区', '女生', '组队', '家政', '单人', '一天', '500', '春节', '提前', '一周', '节假日', '2000', '一天', '很多', '休息', '天玩', '家庭', '不好', '相貌', '不错', '不管', '男女生', '一件', '不顾一切', '抓住', '身边', '中产', '家庭', '很多', '中产', '家庭', '孩子', '内向', '感情', '经历', '非常少', '哪怕', '对方', '对象', '负责', '遇到', '啥事', '帮个', '20', '来万当', '情人', '对撞', '毕业', '人口爆炸', '全球', '快速', '右倾', '活下去', '再说', '别的']",风暴 才刚 开始 感觉 好多 受不了 未来 30 差不多 如此 更差 家庭 条件 还行 多学 金融 知识 财产 针对 老年人 骗局 已经 疯狂 家庭 条件 不好 相貌 不好 看看 体力劳动 尤其 家政 天津 市区 滨海区 女生 组队 家政 单人 一天 500 春节 提前 一周 节假日 2000 一天 很多 休息 天玩 家庭 不好 相貌 不错 不管 男女生 一件 不顾一切 抓住 身边 中产 家庭 很多 中产 家庭 孩子 内向 感情 经历 非常少 哪怕 对方 对象 负责 遇到 啥事 帮个 20 来万当 情人 对撞 毕业 人口爆炸 全球 快速 右倾 活下去 再说 别的,0.999677652602548,正面,0,0.12157866196810639,-0.08305884482852759
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,他们缺的不是人，缺的是牛马,2026-05-25 11:42:22,1,0,他们缺的不是人，缺的是牛马,['牛马'],牛马,0.15673209477578587,负面,0,0.006691629022972386,-0.003308970097843221
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,[脱单doge]看懂掌声,2026-05-23 18:18:03,22,7,看懂掌声,['掌声'],掌声,0.48705206736454343,中性,0,0.0,0.0
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,奥？有这事？热知识：去年城镇青年失业率才五点几呢你这么说,2026-05-23 22:34:01,3,0,奥？有这事？热知识：去年城镇青年失业率才五点几呢你这么说,"['这事', '知识', '去年', '城镇', '青年', '失业率', '五点']",这事 知识 去年 城镇 青年 失业率 五点,0.9867846659915447,正面,0,0.026956595388363185,-0.030678337782258744
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,我准备去看看保安[微笑],2026-05-24 02:26:05,3,0,我准备去看看保安,"['准备', '看看', '保安']",准备 看看 保安,0.1851500872155739,负面,0,0.06084698649690343,-0.07326644678878383
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,中考没考上当地公办高中，年纪小不懂事去了公办技校，学校第三年给我们报了成人高考拿成人大专学历，24年专升本考了法学想冲一下考公考编，发现当年技校给我们报成人高考是违规的，咨询人社局打电话过来说不能考公考编只去体制外找工作，也解决不了，现在就是学历重叠没法考公，春招投了一些国企也是石沉大海（估计大概率也过不了政审），家里没资源背景也不想做律师，毕业在即依旧0offer，专升本两年已经花光了所有积蓄大概10w，大伙能给我点建议吗[难过],2026-05-24 15:37:35,38,17,中考没考上当地公办高中，年纪小不懂事去了公办技校，学校第三年给我们报了成人高考拿成人大专学历，24年专升本考了法学想冲一下考公考编，发现当年技校给我们报成人高考是违规的，咨询人社局打电话过来说不能考公考编只去体制外找工作，也解决不了，现在就是学历重叠没法考公，春招投了一些国企也是石沉大海（估计大概率也过不了政审），家里没资源背景也不想做律师，毕业在即依旧0offer，专升本两年已经花光了所有积蓄大概10w，大伙能给我点建议吗,"['中考', '没考上', '当地', '公办', '高中', '年纪', '不懂事', '公办', '技校', '学校', '第三年', '成人高考', '成人', '大专', '学历', '24', '专升本', '考了', '法学', '想冲', '一下', '考公', '考编', '发现', '当年', '技校', '成人高考', '违规', '咨询', '社局', '打电话', '过来', '考公', '考编', '体制', '外找', '工作', '解决不了', '学历', '重叠', '没法', '考公', '春招', '投了', '国企', '石沉大海', '估计', '概率', '不了', '政审', '家里', '资源', '背景', '不想', '律师', '毕业', '依旧', '0offer', '专升本', '两年', '已经', '花光', '所有', '积蓄', '大概', '10w', '大伙', '我点', '建议']",中考 没考上 当地 公办 高中 年纪 不懂事 公办 技校 学校 第三年 成人高考 成人 大专 学历 24 专升本 考了 法学 想冲 一下 考公 考编 发现 当年 技校 成人高考 违规 咨询 社局 打电话 过来 考公 考编 体制 外找 工作 解决不了 学历 重叠 没法 考公 春招 投了 国企 石沉大海 估计 概率 不了 政审 家里 资源 背景 不想 律师 毕业 依旧 0offer 专升本 两年 已经 花光 所有 积蓄 大概 10w 大伙 我点 建议,0.9999892297925793,正面,3,0.1704269024349727,-0.10014356941066944
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,兄弟们我试过了，火星文用不了[吃瓜],2026-05-23 17:33:58,8,2,兄弟们我试过了，火星文用不了,"['兄弟', '试过', '火星', '文用', '不了']",兄弟 试过 火星 文用 不了,0.18513007807588056,负面,0,0.030918768411445367,-0.03439045575942069
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,25届未就业报道，没就业等于没失业,2026-05-23 17:53:33,4,0,25届未就业报道，没就业等于没失业,"['25', '就业', '报道', '就业', '等于', '失业']",25 就业 报道 就业 等于 失业,0.9009820519045227,正面,0,0.13607843354342486,-0.1442998795652895
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,我选志愿的时候选错了，意外进了一个冶金类的行业[笑哭]但是我本身对这个不感兴趣,2026-05-24 11:45:05,18,8,我选志愿的时候选错了，意外进了一个冶金类的行业但是我本身对这个不感兴趣,"['我选', '志愿', '时候', '选错', '意外', '冶金', '行业', '本身', '不感兴趣']",我选 志愿 时候 选错 意外 冶金 行业 本身 不感兴趣,0.9912365112079742,正面,0,0.0648608807253604,-0.05251766391349811
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,如此生活三十年~~~~~~~[doge],2026-05-24 17:42:55,3,0,如此生活三十年,"['如此', '生活', '三十年']",如此 生活 三十年,0.8686818874094656,正面,0,0.01889141666227302,-0.01006223240895009
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,[doge_金箍]搁在以前农村集体化的时候还能上山下乡，现在上山下乡你住谁家，要相信后人智慧能解决的，不是用超级智慧就是超级肌肉,2026-05-23 17:48:49,6,0,搁在以前农村集体化的时候还能上山下乡，现在上山下乡你住谁家，要相信后人智慧能解决的，不是用超级智慧就是超级肌肉,"['以前', '农村', '集体化', '时候', '上山下乡', '上山下乡', '谁家', '相信', '后人', '智慧', '解决', '超级', '智慧', '超级', '肌肉']",以前 农村 集体化 时候 上山下乡 上山下乡 谁家 相信 后人 智慧 解决 超级 智慧 超级 肌肉,0.9848084944518399,正面,0,0.03540839751486595,-0.04378616618616159
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,评论区有人提到上山下乡。这个运动虽然受伤痕文学影响，上山下乡被描述为了虐待知识青年，但是现在基本上进行了一定情况的赞扬。根据官史《一百年》一书中，描述为：这个运动被宣传为具有“反修防修”“缩小三大差别”的重大政治意义。至1981年，上山下乡的知识青年人数共达1600多万。广大知识青年到农村和边疆去，了解社会，接触工农，在艰苦的环境中，经受了锻炼，增长了才干，为建设农村和开发、振兴祖国不发达地区作出了贡献，一些人成长为各条战线上的领导骨干和业务骨干。不过，根据现实情况来说，我国现在的基本情况是生产大于消费，出海大于国内。那个时候，实行上山下乡有现实的基础（城市与农村差距较大，且农村确实有需要大量人员的工作——公社，而现在不同，自从上世纪末的甩包袱后，城市开始汲取农村与国外，迅速发展，农民工大量进城，我国的城乡比极具拉大）现在的农村根据某些UP主的视频，资本大量涌入，农村的岗位要么被机器取代，要么也是工作环境比较差。农村想找工作也只有一些待遇比较差的工作。只能说，现在的城市还是农村工资高，工作时间短，工作待遇好的岗位不好找。但是，工资低，工作待遇差还工作时间长的岗位也是一抓一大把[吃瓜][吃瓜],2026-05-23 21:06:50,13,0,评论区有人提到上山下乡。这个运动虽然受伤痕文学影响，上山下乡被描述为了虐待知识青年，但是现在基本上进行了一定情况的赞扬。根据官史《一百年》一书中，描述为：这个运动被宣传为具有 反修防修 缩小三大差别 的重大政治意义。至1981年，上山下乡的知识青年人数共达1600多万。广大知识青年到农村和边疆去，了解社会，接触工农，在艰苦的环境中，经受了锻炼，增长了才干，为建设农村和开发、振兴祖国不发达地区作出了贡献，一些人成长为各条战线上的领导骨干和业务骨干。不过，根据现实情况来说，我国现在的基本情况是生产大于消费，出海大于国内。那个时候，实行上山下乡有现实的基础（城市与农村差距较大，且农村确实有需要大量人员的工作 公社，而现在不同，自从上世纪末的甩包袱后，城市开始汲取农村与国外，迅速发展，农民工大量进城，我国的城乡比极具拉大）现在的农村根据某些UP主的视频，资本大量涌入，农村的岗位要么被机器取代，要么也是工作环境比较差。农村想找工作也只有一些待遇比较差的工作。只能说，现在的城市还是农村工资高，工作时间短，工作待遇好的岗位不好找。但是，工资低，工作待遇差还工作时间长的岗位也是一抓一大把,"['评论', '有人', '提到', '上山下乡', '运动', '虽然', '伤痕', '文学', '影响', '上山下乡', '描述', '为了', '虐待', '知识青年', '基本上', '进行', '情况', '赞扬', '根据', '官史', '一百年', '一书中', '描述', '运动', '宣传', '具有', '修防修', '缩小', '三大差别', '重大', '政治', '意义', '1981', '上山下乡', '知识青年', '人数', '共达', '1600', '多万', '广大', '知识青年', '农村', '边疆', '了解', '社会', '接触', '工农', '艰苦', '环境', '经受', '锻炼', '增长', '才干', '建设', '农村', '开发', '振兴', '祖国', '发达', '地区', '作出', '贡献', '成长', '各条战线', '领导', '骨干', '业务', '骨干', '根据', '现实情况', '来说', '我国', '基本', '情况', '生产', '大于', '消费', '出海', '大于', '国内', '时候', '实行', '上山下乡', '现实', '基础', '城市', '农村', '差距', '较大', '农村', '确实', '需要', '大量', '人员', '工作', '公社', '不同', '自从', '世纪末', '甩包袱', '城市', '开始', '汲取', '农村', '国外', '迅速', '发展', '农民工', '大量', '进城', '我国', '城乡', '极具', '拉大', '农村', '根据', '某些', 'UP', '视频', '资本', '大量', '涌入', '农村', '岗位', '要么', '机器', '取代', '要么', '工作', '环境', '农村', '工作', '待遇', '工作', '只能', '城市', '农村', '工资', '工作', '时间', '工作', '待遇', '岗位', '不好', '工资', '工作', '待遇', '工作', '时间', '岗位', '一大']",评论 有人 提到 上山下乡 运动 虽然 伤痕 文学 影响 上山下乡 描述 为了 虐待 知识青年 基本上 进行 情况 赞扬 根据 官史 一百年 一书中 描述 运动 宣传 具有 修防修 缩小 三大差别 重大 政治 意义 1981 上山下乡 知识青年 人数 共达 1600 多万 广大 知识青年 农村 边疆 了解 社会 接触 工农 艰苦 环境 经受 锻炼 增长 才干 建设 农村 开发 振兴 祖国 发达 地区 作出 贡献 成长 各条战线 领导 骨干 业务 骨干 根据 现实情况 来说 我国 基本 情况 生产 大于 消费 出海 大于 国内 时候 实行 上山下乡 现实 基础 城市 农村 差距 较大 农村 确实 需要 大量 人员 工作 公社 不同 自从 世纪末 甩包袱 城市 开始 汲取 农村 国外 迅速 发展 农民工 大量 进城 我国 城乡 极具 拉大 农村 根据 某些 UP 视频 资本 大量 涌入 农村 岗位 要么 机器 取代 要么 工作 环境 农村 工作 待遇 工作 只能 城市 农村 工资 工作 时间 工作 待遇 岗位 不好 工资 工作 待遇 工作 时间 岗位 一大,0.9999999999852838,正面,2,0.24300020760388186,0.04549830213249017
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,普通人两条出路：要么考公考编进体制，要么润国外赚汇率差，国内现在卷的要死,2026-05-25 03:43:39,6,0,普通人两条出路：要么考公考编进体制，要么润国外赚汇率差，国内现在卷的要死,"['普通人', '两条', '出路', '要么', '考公', '考编', '体制', '要么', '国外', '汇率', '国内', '要死']",普通人 两条 出路 要么 考公 考编 体制 要么 国外 汇率 国内 要死,0.9999467089667614,正面,0,0.059475703682567604,-0.05164803294773969
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,我对中国技术很有信心，我对中国人待遇很没信心，中国人就是一边看不起其他中国人劳动成果一边又要求其他中国人看的起他的劳动成果，自己人都看不起自己人，还做梦想着8小时双休[笑哭],2026-05-24 13:45:14,2,0,我对中国技术很有信心，我对中国人待遇很没信心，中国人就是一边看不起其他中国人劳动成果一边又要求其他中国人看的起他的劳动成果，自己人都看不起自己人，还做梦想着8小时双休,"['中国', '技术', '信心', '中国', '待遇', '信心', '中国', '一边', '看不起', '其他', '中国', '劳动成果', '一边', '要求', '其他', '中国', '劳动成果', '自己', '看不起', '自己', '做梦', '想着', '小时', '双休']",中国 技术 信心 中国 待遇 信心 中国 一边 看不起 其他 中国 劳动成果 一边 要求 其他 中国 劳动成果 自己 看不起 自己 做梦 想着 小时 双休,0.9999998998832818,正面,4,0.08201062454587986,-0.11438512387732633
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,"用这个申诉
https://www.bilibili.com/h5/comment/appeal",2026-05-23 20:54:26,3,0,用这个申诉,['申诉'],申诉,0.5,中性,0,0.0,0.0
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,发不出来！,2026-05-23 17:23:51,2,1,发不出来！,['出来'],出来,0.2030476595947549,负面,0,0.0491865847170557,-0.0315685616464431
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,此处曾有评论[tv_无奈],2026-05-25 13:48:50,2,0,此处曾有评论,['评论'],评论,0.4447934566139111,中性,0,0.017926817569315502,-0.03362466004607907
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,我的奋斗！,2026-05-23 17:17:34,6,0,我的奋斗！,['奋斗'],奋斗,0.9230769230769229,正面,0,0.0014652661404588561,-0.002151928204530572
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,"乞讨者：行行好吧。
牛马：行，行，好吧。",2026-05-24 10:54:19,2,0,乞讨者：行行好吧。 牛马：行，行，好吧。,"['乞讨者', '行行好', '牛马']",乞讨者 行行好 牛马,0.6655890299095547,正面,0,0.006691629022972386,-0.003308970097843221
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,本人211某工科课题组，博士延毕之后找不到工作接着读博后，硕士毕业之后干着几年前本科就能干的工作，肉眼可见的越来越烂了,2026-05-25 14:47:56,2,0,本人211某工科课题组，博士延毕之后找不到工作接着读博后，硕士毕业之后干着几年前本科就能干的工作，肉眼可见的越来越烂了,"['本人', '211', '工科', '课题组', '博士', '延毕', '不到', '工作', '接着', '读博后', '硕士', '毕业', '干着', '几年', '本科', '能干', '工作', '肉眼', '可见', '越来越']",本人 211 工科 课题组 博士 延毕 不到 工作 接着 读博后 硕士 毕业 干着 几年 本科 能干 工作 肉眼 可见 越来越,0.033914562554008265,负面,2,0.27660677483755985,0.10763339148375227
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,"先给结论（2025–2026，净资产口径、权威区间）：
一、最常用：财富集中度（分位占比）
前1%家庭：掌握 30%–35% 的私人总财富
前10%家庭：掌握 65%–70% 的私人总财富
后50%家庭：仅掌握 约6%–8% 的私人总财富
二、中金口径（更“集中”的一版）
私人总资产约 430万亿元
前0.33%人口（≈460万人）：持有 290万亿元，占比 67%【__LINK_ICON】
三、胡润家庭分层（2026，净资产）
全国约 4.95亿户家庭：
≥1亿元：13万户（0.026%），持有约 28% 私人财富
1000万–1亿元：206.6万户（0.42%），持有约 27%
600万–1000万元：512.8万户（1.04%），持有约 10%
合计：前1.5%家庭 ≈ 65% 私人财富
四、基尼系数（收入，非财富）
国家统计局：2025年收入基尼系数 ≈ 0.466（&gt;0.4警戒线，差距偏大）
财富基尼（资产+房产+股权）：≈0.70 左右（显著高于收入）【__LINK_ICON】
五、一句话概括
中国：前1%拿约1/3，前10%拿约2/3，顶端0.3%拿近7成；底层一半人几乎没资产。
和你前面算的“股市/港股/VC每年套现十几万亿”能对应上：财富高度向资本方、股权方集中。",2026-05-25 07:22:30,5,0,先给结论（2025 2026，净资产口径、权威区间）： 一、最常用：财富集中度（分位占比） 前1 家庭：掌握 30 35 的私人总财富 前10 家庭：掌握 65 70 的私人总财富 后50 家庭：仅掌握 约6 8 的私人总财富 二、中金口径（更 集中 的一版） 私人总资产约 430万亿元 前0 33 人口（ 460万人）：持有 290万亿元，占比 67 LINK ICON 三、胡润家庭分层（2026，净资产） 全国约 4 95亿户家庭： 1亿元：13万户（0 026 ），持有约 28 私人财富 1000万 1亿元：206 6万户（0 42 ），持有约 27 600万 1000万元：512 8万户（1 04 ），持有约 10 合计：前1 5 家庭 65 私人财富 四、基尼系数（收入，非财富） 国家统计局：2025年收入基尼系数 0 466（ gt 0 4警戒线，差距偏大） 财富基尼（资产 房产 股权）： 0 70 左右（显著高于收入） LINK ICON 五、一句话概括 中国：前1 拿约1 3，前10 拿约2 3，顶端0 3 拿近7成；底层一半人几乎没资产。 和你前面算的 股市 港股 VC每年套现十几万亿 能对应上：财富高度向资本方、股权方集中。,"['先给', '结论', '2025', '2026', '净资产', '口径', '权威', '区间', '常用', '财富', '集中度', '分位', '家庭', '掌握', '30', '35', '私人', '财富', '10', '家庭', '掌握', '65', '70', '私人', '财富', '50', '家庭', '掌握', '私人', '财富', '口径', '集中', '一版', '私人', '总资产', '430', '万亿元', '33', '人口', '460', '万人', '持有', '290', '万亿元', '67', 'LINK', 'ICON', '胡润', '家庭', '分层', '2026', '净资产', '全国', '95', '亿户', '家庭', '亿元', '13', '万户', '026', '持有', '28', '私人', '财富', '1000', '亿元', '206', '万户', '42', '持有', '27', '600', '1000', '万元', '512', '万户', '04', '持有', '10', '合计', '家庭', '65', '私人', '财富', '基尼系数', '收入', '财富', '国家统计局', '2025', '年收入', '基尼系数', '466', 'gt', '警戒线', '差距', '财富', '基尼', '资产', '房产', '股权', '70', '左右', '显著', '高于', '收入', 'LINK', 'ICON', '一句', '概括', '中国', '10', '顶端', '拿近', '底层', '一半', '几乎', '资产', '股市', '港股', 'VC', '每年', '套现', '十几万', '对应', '财富', '高度', '资本', '股权', '集中']",先给 结论 2025 2026 净资产 口径 权威 区间 常用 财富 集中度 分位 家庭 掌握 30 35 私人 财富 10 家庭 掌握 65 70 私人 财富 50 家庭 掌握 私人 财富 口径 集中 一版 私人 总资产 430 万亿元 33 人口 460 万人 持有 290 万亿元 67 LINK ICON 胡润 家庭 分层 2026 净资产 全国 95 亿户 家庭 亿元 13 万户 026 持有 28 私人 财富 1000 亿元 206 万户 42 持有 27 600 1000 万元 512 万户 04 持有 10 合计 家庭 65 私人 财富 基尼系数 收入 财富 国家统计局 2025 年收入 基尼系数 466 gt 警戒线 差距 财富 基尼 资产 房产 股权 70 左右 显著 高于 收入 LINK ICON 一句 概括 中国 10 顶端 拿近 底层 一半 几乎 资产 股市 港股 VC 每年 套现 十几万 对应 财富 高度 资本 股权 集中,5.148053793258001e-07,负面,0,0.043566520995334056,-0.04214980714936549
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,从这个视频感觉到猫头鹰有点傲慢了，很多来自农村或者欠发达地区的零零后家庭长辈不但没有稳定工作，房产或者人脉，还可能需要孩子还债或者补贴[笑哭][笑哭],2026-05-24 12:02:32,1,0,从这个视频感觉到猫头鹰有点傲慢了，很多来自农村或者欠发达地区的零零后家庭长辈不但没有稳定工作，房产或者人脉，还可能需要孩子还债或者补贴,"['视频', '感觉', '猫头鹰', '有点', '傲慢', '很多', '来自', '农村', '或者', '欠发达', '地区', '零零', '家庭', '长辈', '稳定', '工作', '房产', '或者', '需要', '孩子', '还债', '或者', '补贴']",视频 感觉 猫头鹰 有点 傲慢 很多 来自 农村 或者 欠发达 地区 零零 家庭 长辈 稳定 工作 房产 或者 需要 孩子 还债 或者 补贴,0.9929504672646349,正面,2,0.15648698774190145,-0.03149993907114628
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,这删评的速度真快，要不换一门语言说算了。[OK],2026-05-23 17:23:08,2,1,这删评的速度真快，要不换一门语言说算了。,"['删评', '速度', '不换', '一门', '语言', '算了']",删评 速度 不换 一门 语言 算了,0.4806458389668452,中性,0,0.005391160567590133,0.0010255535401342563
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,@有趣的程序员 @总结猫 @AI视频小助理 @Vinsight 总结一下,2026-05-24 15:31:33,1,1,总结一下,"['总结', '一下']",总结 一下,0.5262327818078083,中性,0,0.037562056732592906,-0.07032955511532694
